Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
1228,2014,0,0.43,0.0,0.0,1.13,0.22
3613,2020,1,0.31,-0.1,0.04,2.81,0.26
3191,2013,0,0.05,0.21,0.02,0.15,0.25
1285,2017,0,0.04,0.32,0.0,0.38,0.14
3159,2013,0,0.18,0.16,0.0,0.84,0.23
2891,2020,0,-0.01,-0.1,0.05,1.17,0.34
2161,2014,0,0.07,-0.03,0.03,0.71,0.13
726,2016,0,0.4,-0.01,0.04,0.14,0.11
3800,2017,1,0.24,-0.06,0.03,1.88,0.28
245,2016,0,0.32,0.09,0.0,0.66,0.18
222,2017,0,0.36,0.16,0.0,0.78,0.19
2606,2019,0,0.54,0.18,0.05,0.7,0.14
1903,2017,0,-0.1,-0.09,0.03,0.47,0.15
1349,2017,0,0.09,-0.07,0.03,0.7,0.34
346,2017,0,0.3,0.15,0.04,0.87,0.31
3820,2017,1,0.28,0.05,0.03,2.54,0.18
2260,2020,0,0.03,0.29,0.04,0.91,0.11
2184,2015,0,0.12,0.29,0.03,0.88,0.08
2922,2017,0,-0.11,0.13,0.05,1.11,0.2
1382,2018,0,0.26,0.18,0.02,1.11,0.23
448,2017,0,0.33,0.03,0.0,0.99,0.2
1073,2019,0,0.25,-0.09,0.03,0.6,0.08
2342,2016,0,0.05,0.24,0.04,0.74,0.3
2035,2015,0,-0.03,0.25,0.01,0.71,0.27
1453,2020,0,0.23,-0.07,0.05,0.11,0.29
1559,2012,0,0.0,0.17,0.01,0.15,0.28
2785,2012,0,0.31,-0.12,0.03,0.63,0.18
2432,2017,0,0.12,-0.04,0.01,0.4,0.26
2575,2013,0,-0.05,0.17,0.0,0.14,0.18
3430,2017,0,0.38,-0.06,0.02,0.95,0.22
2537,2019,0,0.01,0.31,0.01,0.38,0.3
2364,2019,0,0.1,0.09,0.01,0.15,0.1
1221,2013,0,-0.1,0.31,0.0,0.35,0.31
876,2014,0,0.35,0.16,0.04,1.16,0.14
2817,2012,0,0.0,0.22,0.05,0.47,0.08
377,2020,0,0.13,0.0,0.02,1.13,0.16
1132,2020,0,0.18,0.15,0.01,0.8,0.14
3828,2019,1,0.19,-0.06,0.04,2.74,0.16
2128,2019,0,0.51,0.19,0.0,0.94,0.11
3427,2016,0,0.29,0.05,0.04,0.78,0.09
3376,2019,0,0.4,-0.08,0.0,0.28,0.27
1323,2014,0,0.06,0.07,0.03,0.35,0.21
3020,2017,0,0.55,0.06,0.04,0.36,0.23
3364,2013,0,-0.08,0.26,0.0,1.13,0.28
193,2017,0,-0.08,-0.06,0.05,0.63,0.17
2347,2017,0,0.08,0.2,0.0,0.72,0.23
2475,2015,0,0.53,0.3,0.03,0.21,0.15
1009,2016,0,0.43,-0.05,0.04,0.48,0.3
483,2018,0,0.19,0.32,0.05,1.01,0.34
170,2014,0,0.48,0.26,0.02,0.77,0.21
1357,2019,0,0.22,-0.08,0.0,0.85,0.24
3275,2016,0,0.4,0.17,0.05,0.27,0.18
979,2014,0,-0.1,0.01,0.02,1.29,0.27
1670,2013,0,-0.01,0.05,0.0,1.21,0.23
2721,2019,0,0.08,0.18,0.05,0.39,0.1
2363,2015,0,0.53,0.19,0.03,0.35,0.19
318,2013,0,-0.06,-0.1,0.01,0.92,0.18
2844,2013,0,0.39,0.21,0.02,1.21,0.34
2396,2015,0,0.08,-0.03,0.02,0.94,0.28
3644,2016,1,0.17,-0.07,0.03,3.17,0.18
2395,2018,0,0.39,-0.05,0.04,0.2,0.27
2329,2020,0,0.02,0.29,0.05,0.39,0.08
1543,2019,0,-0.04,-0.09,0.04,0.69,0.25
2918,2012,0,0.29,0.12,0.04,0.14,0.12
2562,2013,0,-0.03,-0.07,0.05,0.21,0.14
3267,2015,0,0.43,0.2,0.0,0.15,0.14
3741,2012,1,0.15,-0.03,0.04,3.07,0.16
610,2017,0,0.3,0.26,0.01,0.43,0.17
3633,2018,1,0.1,-0.03,0.03,0.93,0.19
1941,2012,0,0.18,0.32,0.04,0.55,0.28
3728,2014,1,0.22,-0.03,0.04,0.91,0.26
3113,2016,0,0.31,0.17,0.05,0.27,0.15
3223,2014,0,0.24,0.18,0.02,0.74,0.28
3623,2020,1,0.22,0.04,0.03,1.38,0.13
3172,2017,0,0.38,0.05,0.05,0.64,0.12
680,2017,0,0.37,0.13,0.01,0.98,0.11
989,2018,0,-0.04,0.24,0.04,0.46,0.11
1648,2014,0,0.39,0.08,0.05,0.29,0.26
2548,2020,0,0.53,0.32,0.03,1.09,0.24
3082,2017,0,0.11,0.24,0.01,0.93,0.09
164,2015,0,0.42,0.03,0.01,1.28,0.15
1942,2013,0,0.46,0.24,0.02,1.07,0.23
3193,2017,0,-0.05,0.28,0.05,0.32,0.26
125,2014,0,0.38,-0.1,0.04,1.24,0.29
3847,2019,1,0.1,-0.05,0.03,1.15,0.18
1778,2016,0,0.31,0.22,0.0,0.56,0.29
99,2015,0,0.49,0.13,0.0,1.01,0.17
1450,2020,0,0.17,0.1,0.02,0.35,0.14
715,2017,0,0.27,0.32,0.0,0.11,0.11
2670,2014,0,0.16,-0.12,0.05,0.88,0.34
951,2016,0,0.43,0.19,0.05,0.68,0.15
3720,2012,1,0.26,0.05,0.03,1.35,0.14
1330,2019,0,0.13,0.01,0.04,0.3,0.16
1882,2012,0,0.28,-0.02,0.02,0.8,0.1
2158,2018,0,0.36,0.23,0.02,0.82,0.22
3047,2017,0,-0.02,0.2,0.02,0.9,0.11
2391,2016,0,0.4,-0.08,0.04,1.05,0.18
143,2014,0,0.29,0.07,0.04,1.08,0.08
978,2014,0,0.03,0.22,0.0,0.57,0.1
1725,2014,0,0.33,0.04,0.04,0.27,0.13
1035,2018,0,0.21,0.01,0.05,0.41,0.32
3012,2018,0,0.51,0.31,0.05,0.6,0.22
3429,2016,0,-0.05,0.19,0.04,0.73,0.32
2660,2017,0,0.17,-0.02,0.0,0.98,0.11
3719,2013,1,0.32,0.02,0.03,1.77,0.15
2727,2019,0,0.19,0.28,0.04,1.23,0.14
3558,2015,1,0.28,-0.09,0.04,0.84,0.12
1794,2013,0,0.14,0.27,0.0,0.44,0.15
1525,2019,0,-0.04,0.22,0.03,1.21,0.27
225,2017,0,0.11,0.02,0.02,0.25,0.31
2724,2019,0,-0.11,0.26,0.0,0.68,0.23
3377,2012,0,0.45,0.08,0.0,1.04,0.2
2903,2013,0,0.16,0.27,0.01,0.43,0.09
3586,2018,1,0.09,-0.08,0.03,0.44,0.23
935,2019,0,-0.05,0.02,0.04,0.44,0.17
922,2015,0,0.11,0.27,0.0,0.67,0.18
355,2014,0,0.17,0.06,0.0,0.47,0.33
3804,2017,1,0.35,0.02,0.03,2.96,0.19
469,2019,0,0.08,-0.04,0.04,0.67,0.11
2965,2013,0,0.38,0.18,0.04,0.41,0.31
2502,2015,0,0.21,-0.12,0.03,0.91,0.17
1415,2019,0,-0.03,-0.01,0.03,0.41,0.11
2236,2020,0,0.47,0.23,0.05,0.18,0.24
3305,2016,0,0.5,0.21,0.04,0.73,0.15
926,2019,0,0.18,0.09,0.02,0.17,0.24
2769,2016,0,0.04,0.03,0.04,0.13,0.33
1864,2019,0,0.19,0.2,0.05,0.88,0.32
1658,2018,0,-0.04,0.04,0.05,0.84,0.09
1066,2018,0,0.15,-0.09,0.0,0.47,0.3
2559,2013,0,0.4,0.16,0.04,0.4,0.3
3898,2018,1,0.15,-0.08,0.04,0.65,0.26
3162,2014,0,0.54,-0.08,0.04,0.56,0.3
3879,2018,1,0.22,-0.07,0.03,2.81,0.13
3536,2020,0,0.54,-0.08,0.03,0.86,0.1
354,2012,0,0.27,0.2,0.04,0.44,0.25
2476,2012,0,0.24,0.02,0.04,0.37,0.14
1766,2016,0,0.37,-0.05,0.01,0.62,0.29
2479,2017,0,-0.07,-0.09,0.0,1.23,0.17
1563,2018,0,0.31,0.17,0.04,1.06,0.16
1774,2012,0,0.47,0.15,0.04,0.69,0.16
120,2019,0,0.4,0.13,0.03,0.83,0.23
3801,2016,1,0.28,0.03,0.04,3.0,0.2
3140,2017,0,0.05,0.14,0.03,0.34,0.26
858,2018,0,0.41,-0.02,0.04,1.17,0.27
3929,2013,1,0.11,-0.1,0.03,0.98,0.13
658,2013,0,-0.1,0.29,0.0,0.7,0.26
2291,2018,0,0.42,0.05,0.03,0.7,0.08
1140,2012,0,0.37,0.16,0.05,0.2,0.25
3575,2014,1,0.12,0.05,0.03,2.3,0.2
216,2014,0,0.36,-0.03,0.0,0.91,0.31
1409,2020,0,0.48,0.12,0.01,0.76,0.16
2005,2012,0,0.51,0.16,0.04,1.24,0.19
1633,2012,0,0.51,0.31,0.01,1.05,0.14
1388,2012,0,0.5,-0.03,0.03,0.39,0.34
3844,2019,1,0.17,0.02,0.03,2.39,0.28
1662,2019,0,-0.1,0.22,0.03,1.23,0.21
1486,2016,0,0.53,0.03,0.0,0.58,0.33
235,2015,0,0.53,0.13,0.0,0.51,0.1
340,2019,0,0.4,0.19,0.05,1.05,0.14
3347,2016,0,0.02,0.28,0.05,1.05,0.19
1674,2015,0,0.39,0.18,0.01,1.06,0.21
533,2014,0,0.01,0.19,0.02,1.28,0.32
3468,2012,0,0.4,-0.01,0.04,0.56,0.24
2669,2016,0,0.53,0.24,0.04,0.79,0.17
37,2020,0,0.44,0.02,0.05,0.28,0.16
3203,2020,0,0.5,-0.07,0.01,0.49,0.32
1108,2014,0,0.54,-0.1,0.02,0.46,0.18
1910,2018,0,0.04,0.25,0.05,0.71,0.08
2985,2019,0,0.27,-0.07,0.05,0.59,0.21
3795,2013,1,0.23,-0.02,0.03,1.14,0.25
1838,2019,0,0.34,-0.12,0.02,0.37,0.08
101,2013,0,0.2,0.24,0.04,0.58,0.11
1210,2019,0,0.41,-0.01,0.03,0.78,0.34
3620,2019,1,0.11,0.0,0.04,0.15,0.26
350,2013,0,-0.1,0.01,0.01,0.91,0.17
2273,2013,0,0.17,0.08,0.02,0.66,0.19
304,2012,0,0.1,0.07,0.02,0.16,0.17
2102,2017,0,0.1,0.26,0.05,0.4,0.08
2849,2016,0,0.13,0.05,0.03,0.53,0.32
285,2016,0,0.43,0.28,0.04,0.44,0.26
1735,2020,0,0.42,-0.03,0.03,0.16,0.26
1978,2012,0,-0.08,-0.1,0.0,0.63,0.13
771,2016,0,-0.03,-0.09,0.03,1.01,0.33
2836,2015,0,0.33,0.31,0.05,0.58,0.23
194,2012,0,0.09,0.28,0.04,1.27,0.34
2816,2020,0,0.06,-0.04,0.05,0.8,0.14
3406,2013,0,0.27,0.03,0.05,0.22,0.15
2074,2019,0,0.25,0.05,0.04,0.51,0.13
1396,2015,0,0.41,0.25,0.04,0.34,0.3
788,2017,0,0.23,0.17,0.05,0.59,0.21
1899,2020,0,0.36,-0.01,0.01,0.72,0.21
147,2020,0,0.38,-0.12,0.01,0.51,0.11
3954,2019,1,0.26,-0.06,0.04,2.03,0.13
3066,2016,0,0.52,0.02,0.03,1.19,0.11
1904,2020,0,0.18,0.05,0.04,0.47,0.3
3029,2015,0,-0.08,0.32,0.03,1.04,0.29
3970,2019,1,0.12,0.06,0.04,2.72,0.23
2824,2012,0,0.0,0.02,0.0,0.83,0.21
3788,2019,1,0.29,0.06,0.03,2.75,0.23
2647,2013,0,0.48,0.22,0.01,0.57,0.32
11,2018,0,0.01,0.06,0.04,1.12,0.32
1241,2013,0,-0.02,0.0,0.05,1.27,0.32
2286,2018,0,0.42,0.09,0.03,0.85,0.29
3757,2012,1,0.28,0.0,0.04,2.26,0.16
1012,2020,0,0.22,0.25,0.04,0.15,0.11
63,2014,0,0.3,-0.09,0.0,0.49,0.22
641,2016,0,0.13,0.13,0.05,0.81,0.34
3348,2020,0,0.11,0.1,0.01,0.62,0.17
1036,2017,0,0.35,0.31,0.05,0.5,0.09
1574,2014,0,0.28,-0.08,0.0,0.97,0.21
2879,2015,0,-0.03,-0.05,0.04,1.19,0.29
1463,2013,0,0.08,0.07,0.05,1.25,0.27
3537,2015,0,0.14,0.1,0.03,0.62,0.25
2235,2019,0,-0.01,-0.03,0.05,1.29,0.09
3943,2016,1,0.17,-0.06,0.03,0.39,0.26
2488,2020,0,0.34,-0.12,0.05,1.02,0.3
1756,2020,0,0.39,-0.06,0.05,0.67,0.24
1784,2015,0,-0.03,0.12,0.05,0.47,0.28
538,2015,0,0.36,-0.09,0.02,0.68,0.08
947,2014,0,-0.1,0.11,0.02,0.13,0.27
1421,2019,0,0.0,0.05,0.0,0.92,0.28
2786,2020,0,0.44,0.27,0.05,0.85,0.33
1361,2014,0,0.52,-0.03,0.0,0.97,0.26
1750,2020,0,0.0,0.3,0.01,0.28,0.33
530,2013,0,0.09,0.16,0.03,1.05,0.14
251,2015,0,-0.01,0.19,0.0,0.28,0.24
3842,2019,1,0.26,0.04,0.04,1.33,0.23
2533,2012,0,-0.09,0.19,0.02,0.87,0.17
1891,2012,0,0.34,-0.12,0.01,1.15,0.19
343,2018,0,0.26,-0.01,0.04,1.2,0.27
537,2016,0,0.49,-0.05,0.02,0.56,0.21
3754,2015,1,0.14,-0.03,0.03,1.47,0.22
1200,2017,0,-0.08,0.11,0.05,0.56,0.11
1268,2015,0,-0.01,-0.01,0.03,1.28,0.19
1345,2015,0,0.09,0.18,0.0,0.32,0.22
2221,2015,0,0.2,0.3,0.04,0.14,0.24
2386,2013,0,0.02,-0.08,0.05,0.61,0.09
3301,2018,0,0.04,0.12,0.02,0.22,0.29
840,2017,0,0.41,0.08,0.01,0.79,0.1
476,2017,0,0.5,0.27,0.01,1.06,0.24
3231,2019,0,0.12,0.06,0.03,0.81,0.22
2513,2016,0,0.09,0.27,0.04,1.17,0.25
1329,2017,0,0.13,-0.12,0.04,1.07,0.13
1286,2017,0,-0.09,0.32,0.02,0.92,0.2
1159,2017,0,0.19,-0.04,0.01,1.22,0.33
1135,2014,0,0.16,0.26,0.04,0.52,0.27
1266,2014,0,-0.07,0.08,0.0,0.75,0.1
1672,2020,0,0.06,0.28,0.0,0.55,0.18
1489,2014,0,0.22,-0.01,0.0,0.8,0.21
3908,2020,1,0.19,0.04,0.03,0.52,0.25
1923,2013,0,0.08,0.08,0.02,0.16,0.15
2655,2012,0,0.4,0.1,0.05,0.63,0.1
2153,2020,0,0.22,0.31,0.05,0.89,0.34
3208,2013,0,0.41,0.22,0.03,1.29,0.23
1353,2018,0,0.02,0.19,0.0,0.39,0.12
2869,2020,0,-0.06,0.17,0.04,0.72,0.32
824,2016,0,0.41,0.13,0.05,0.57,0.11
3373,2012,0,0.23,0.19,0.02,0.5,0.16
1271,2012,0,-0.09,0.25,0.02,0.43,0.3
456,2019,0,-0.08,0.19,0.02,0.21,0.27
1764,2015,0,0.07,0.28,0.0,0.43,0.3
232,2018,0,-0.03,0.14,0.01,1.02,0.24
445,2020,0,0.53,0.02,0.03,0.46,0.27
3538,2014,0,-0.09,0.31,0.0,1.28,0.25
2997,2016,0,0.06,0.24,0.05,1.1,0.2
831,2017,0,0.48,0.19,0.03,0.6,0.1
2180,2014,0,-0.03,0.06,0.03,0.5,0.29
2908,2015,0,0.11,-0.09,0.02,0.74,0.23
3216,2013,0,0.21,0.29,0.04,1.24,0.13
429,2017,0,0.46,0.22,0.05,0.9,0.13
2652,2018,0,0.54,0.23,0.04,0.49,0.28
1105,2016,0,0.2,-0.08,0.01,0.42,0.34
3045,2017,0,0.12,-0.03,0.03,0.94,0.24
195,2018,0,0.22,0.09,0.03,0.56,0.21
2650,2012,0,0.53,0.02,0.05,0.51,0.28
85,2018,0,0.08,-0.07,0.03,0.75,0.33
3383,2015,0,0.27,0.32,0.01,0.5,0.08
851,2013,0,0.53,0.24,0.04,1.21,0.14
1237,2015,0,0.02,-0.1,0.01,1.2,0.17
2706,2015,0,0.5,-0.09,0.03,0.14,0.27
2960,2020,0,-0.02,0.3,0.02,1.02,0.12
2782,2019,0,-0.08,0.04,0.04,0.91,0.16
699,2020,0,0.06,0.18,0.02,0.9,0.29
3616,2019,1,0.3,-0.05,0.03,0.18,0.22
171,2016,0,0.08,0.16,0.03,0.51,0.14
799,2019,0,0.07,0.12,0.0,1.08,0.14
418,2014,0,0.0,0.25,0.02,0.36,0.12
2515,2013,0,0.51,0.28,0.01,0.36,0.26
3080,2020,0,0.32,-0.06,0.04,0.92,0.3
2728,2013,0,0.24,-0.04,0.04,1.1,0.12
3401,2013,0,-0.1,0.28,0.01,1.29,0.09
1027,2012,0,0.43,0.22,0.03,0.36,0.28
2366,2018,0,0.23,0.07,0.03,0.62,0.23
888,2018,0,0.36,-0.02,0.03,0.93,0.23
2202,2019,0,0.01,-0.04,0.03,0.48,0.13
1538,2018,0,0.52,0.12,0.01,1.16,0.17
3621,2017,1,0.33,-0.07,0.03,1.67,0.28
961,2019,0,0.32,-0.03,0.0,0.31,0.21
209,2018,0,0.04,0.28,0.04,0.9,0.21
1307,2015,0,0.08,0.22,0.01,1.27,0.09
2841,2012,0,0.27,0.31,0.05,0.37,0.19
3056,2017,0,0.39,0.31,0.03,0.35,0.34
975,2015,0,0.18,0.3,0.0,1.02,0.25
1007,2019,0,-0.04,-0.12,0.05,1.08,0.34
2081,2014,0,0.48,0.11,0.01,0.38,0.11
1635,2015,0,0.4,0.06,0.05,0.83,0.16
2815,2015,0,0.15,0.18,0.01,0.44,0.12
3067,2019,0,0.47,0.31,0.0,1.23,0.12
3570,2017,1,0.27,-0.03,0.03,0.63,0.28
1293,2012,0,0.41,0.25,0.01,0.41,0.28
1804,2016,0,-0.02,0.0,0.03,0.21,0.19
2232,2015,0,0.3,-0.01,0.03,1.23,0.09
181,2016,0,0.51,0.2,0.02,0.45,0.09
3475,2020,0,0.41,-0.1,0.02,1.19,0.28
2872,2020,0,0.21,-0.01,0.02,0.75,0.29
2323,2017,0,0.39,-0.12,0.05,0.49,0.3
1771,2016,0,0.52,0.24,0.0,0.27,0.3
1148,2020,0,0.25,0.26,0.02,0.61,0.2
2940,2013,0,-0.1,0.04,0.0,0.53,0.22
2579,2019,0,0.44,0.07,0.04,0.21,0.28
2194,2014,0,0.13,0.13,0.0,1.17,0.24
47,2016,0,0.02,0.12,0.04,0.42,0.3
1690,2012,0,-0.1,0.25,0.05,1.04,0.34
110,2020,0,0.47,0.07,0.02,0.91,0.31
913,2018,0,0.51,0.2,0.05,1.06,0.12
3706,2016,1,0.16,0.0,0.04,2.51,0.2
505,2013,0,0.06,0.32,0.0,0.64,0.28
895,2012,0,0.07,-0.11,0.04,0.25,0.2
1022,2017,0,0.41,0.1,0.04,1.19,0.21
2767,2018,0,0.54,0.15,0.05,0.5,0.09
2,2019,0,0.0,0.25,0.01,0.1,0.19
2950,2012,0,0.25,0.29,0.0,0.91,0.13
3673,2020,1,0.27,-0.05,0.03,0.87,0.16
2171,2016,0,0.44,0.04,0.04,0.41,0.18
2114,2016,0,0.28,0.01,0.02,0.16,0.14
861,2012,0,0.29,0.05,0.05,1.23,0.14
1042,2020,0,-0.03,-0.1,0.03,0.86,0.21
1618,2019,0,0.25,0.24,0.02,0.98,0.33
2505,2020,0,0.2,0.19,0.01,0.59,0.09
2367,2018,0,0.22,0.17,0.0,0.53,0.18
671,2013,0,0.02,0.26,0.05,0.47,0.26
2712,2012,0,0.49,-0.11,0.04,1.12,0.27
2587,2019,0,0.47,0.29,0.04,0.77,0.21
1622,2018,0,-0.03,0.32,0.03,0.36,0.28
2049,2018,0,0.23,0.16,0.05,0.34,0.09
2453,2020,0,0.1,0.18,0.01,0.44,0.26
1587,2016,0,0.31,0.21,0.05,0.41,0.2
1265,2018,0,0.5,0.25,0.01,1.28,0.17
1851,2016,0,0.48,-0.03,0.02,1.13,0.22
1008,2012,0,0.51,0.25,0.01,0.75,0.15
2147,2019,0,0.47,0.19,0.02,0.73,0.22
1542,2013,0,0.38,0.15,0.04,0.66,0.2
823,2020,0,-0.03,0.01,0.01,1.12,0.23
3132,2019,0,-0.1,0.29,0.04,0.21,0.27
3293,2012,0,0.53,0.15,0.03,0.08,0.19
2893,2018,0,0.28,0.08,0.01,0.86,0.2
1999,2017,0,0.27,0.03,0.05,0.43,0.26
3539,2016,0,0.17,-0.02,0.05,0.42,0.24
191,2015,0,0.12,0.29,0.0,0.92,0.1
2564,2015,0,0.32,0.15,0.0,0.7,0.29
1191,2020,0,0.16,0.31,0.04,1.1,0.28
2332,2018,0,-0.11,-0.11,0.01,0.11,0.26
3390,2020,0,0.38,0.16,0.05,0.82,0.08
2048,2013,0,0.41,0.2,0.02,0.12,0.28
2866,2015,0,0.35,0.21,0.02,0.92,0.33
3802,2015,1,0.12,0.02,0.03,3.14,0.13
3414,2017,0,0.03,0.15,0.04,1.26,0.33
2336,2012,0,0.32,0.16,0.0,0.18,0.2
3407,2016,0,0.4,0.0,0.05,1.06,0.17
1304,2019,0,0.05,0.17,0.05,0.27,0.26
3959,2019,1,0.14,0.06,0.03,1.83,0.14
2315,2012,0,0.48,0.07,0.02,0.47,0.33
1048,2019,0,0.2,0.22,0.04,0.82,0.26
2620,2012,0,0.47,0.32,0.04,1.28,0.28
897,2017,0,0.29,0.13,0.03,0.76,0.16
1884,2019,0,-0.02,0.16,0.03,0.71,0.18
1341,2020,0,0.1,0.27,0.0,1.26,0.13
1935,2015,0,0.48,-0.11,0.02,0.25,0.33
2465,2012,0,0.54,0.06,0.05,0.81,0.28
3258,2013,0,0.21,0.25,0.05,0.78,0.31
2703,2015,0,0.5,0.05,0.02,0.87,0.18
1963,2012,0,0.37,0.24,0.0,0.86,0.24
1243,2016,0,0.17,-0.09,0.01,0.87,0.15
3530,2012,0,0.03,0.07,0.03,0.61,0.09
3821,2013,1,0.26,-0.01,0.04,1.43,0.27
3893,2016,1,0.33,0.06,0.03,2.36,0.16
3834,2020,1,0.19,0.02,0.04,2.17,0.18
2029,2017,0,-0.02,-0.05,0.03,1.29,0.1
924,2020,0,0.1,-0.04,0.04,1.07,0.09
3074,2018,0,0.27,0.32,0.05,1.18,0.22
3838,2016,1,0.16,0.02,0.03,1.14,0.2
880,2015,0,0.11,-0.11,0.01,0.94,0.32
3280,2015,0,0.19,0.25,0.03,1.26,0.11
3983,2018,1,0.12,-0.03,0.03,2.61,0.26
1432,2013,0,-0.04,0.05,0.0,1.22,0.31
252,2015,0,0.16,0.21,0.02,1.29,0.15
28,2012,0,0.05,0.28,0.05,1.16,0.23
3932,2020,1,0.24,0.0,0.03,0.83,0.21
486,2019,0,-0.09,-0.11,0.03,1.24,0.26
2090,2019,0,0.14,0.05,0.04,0.37,0.1
2431,2018,0,-0.1,-0.11,0.0,0.7,0.18
516,2014,0,0.41,0.28,0.0,0.09,0.3
2195,2019,0,0.42,-0.1,0.04,1.05,0.17
2608,2015,0,0.4,-0.03,0.01,1.26,0.2
1028,2016,0,-0.05,0.19,0.04,1.0,0.33
2278,2014,0,0.19,-0.1,0.05,1.12,0.09
3161,2012,0,-0.08,-0.11,0.0,1.15,0.17
890,2013,0,0.24,-0.02,0.04,0.59,0.11
1086,2020,0,0.1,0.0,0.04,1.05,0.33
3130,2015,0,0.0,0.31,0.01,1.16,0.32
2020,2016,0,0.28,0.15,0.01,0.26,0.16
2525,2017,0,0.5,0.26,0.02,0.44,0.09
1660,2012,0,0.0,0.2,0.04,1.14,0.22
2686,2019,0,0.47,0.0,0.04,0.42,0.14
1418,2019,0,0.18,0.02,0.05,1.21,0.15
2250,2016,0,0.14,0.06,0.04,0.88,0.28
2306,2019,0,0.43,0.12,0.01,0.92,0.32
3329,2019,0,0.09,-0.06,0.01,0.94,0.25
1134,2019,0,0.16,0.32,0.02,0.48,0.21
3744,2014,1,0.11,-0.1,0.04,0.56,0.15
2119,2016,0,0.08,0.07,0.04,1.01,0.08
2215,2019,0,-0.04,0.26,0.05,0.81,0.11
1492,2012,0,-0.11,0.21,0.02,0.99,0.28
1890,2017,0,0.36,0.25,0.0,0.92,0.19
71,2017,0,0.44,0.24,0.03,1.28,0.14
2976,2020,0,0.16,0.31,0.0,0.47,0.13
1082,2014,0,0.3,0.1,0.04,0.11,0.17
3273,2019,0,0.32,0.29,0.03,0.61,0.3
40,2018,0,0.16,0.23,0.04,1.14,0.29
3936,2015,1,0.26,-0.06,0.03,2.87,0.2
3434,2013,0,-0.08,0.21,0.01,0.59,0.13
3601,2012,1,0.28,-0.07,0.03,1.65,0.12
1333,2012,0,-0.1,-0.11,0.03,1.1,0.31
580,2018,0,0.26,0.1,0.04,1.16,0.32
3730,2020,1,0.09,-0.01,0.03,3.04,0.17
3928,2015,1,0.09,-0.01,0.03,0.26,0.13
1204,2018,0,0.12,0.12,0.03,0.72,0.09
2326,2013,0,0.27,0.09,0.04,1.24,0.22
197,2015,0,0.55,0.29,0.04,1.11,0.34
2508,2020,0,0.37,0.26,0.04,0.98,0.19
1033,2016,0,-0.09,0.28,0.01,1.14,0.22
2711,2017,0,0.04,0.24,0.02,0.83,0.29
869,2013,0,0.04,-0.09,0.04,1.22,0.27
862,2014,0,0.37,0.09,0.02,0.59,0.27
3064,2020,0,0.2,0.16,0.04,0.71,0.23
3494,2012,0,-0.03,0.01,0.01,0.47,0.3
3873,2015,1,0.3,-0.1,0.03,0.65,0.27
3797,2012,1,0.12,-0.07,0.03,1.33,0.23
2258,2020,0,0.04,0.25,0.0,1.2,0.24
546,2014,0,-0.07,0.25,0.0,0.4,0.33
2875,2015,0,0.17,0.25,0.0,0.93,0.25
2763,2017,0,0.08,-0.08,0.01,0.55,0.32
1494,2012,0,0.24,-0.05,0.05,0.82,0.21
1810,2015,0,0.29,0.24,0.02,1.29,0.33
2182,2014,0,0.53,0.0,0.02,0.13,0.32
911,2014,0,0.28,0.16,0.02,0.15,0.18
383,2012,0,0.5,0.01,0.04,1.02,0.11
1659,2015,0,0.38,0.23,0.05,0.53,0.22
1282,2015,0,0.13,0.05,0.04,0.77,0.17
3,2012,0,0.11,0.06,0.04,0.69,0.14
2352,2017,0,0.17,-0.11,0.05,0.31,0.23
2935,2016,0,0.28,0.0,0.01,1.06,0.15
883,2016,0,0.54,0.02,0.0,0.6,0.13
2139,2020,0,0.43,0.1,0.05,0.48,0.08
1967,2019,0,0.54,0.17,0.05,0.66,0.11
576,2013,0,0.52,0.19,0.02,0.78,0.27
689,2017,0,0.41,-0.09,0.01,1.28,0.26
183,2018,0,0.48,-0.01,0.03,0.7,0.33
3707,2017,1,0.17,0.02,0.04,0.6,0.22
3888,2017,1,0.16,-0.05,0.03,0.74,0.24
3423,2013,0,0.02,0.31,0.03,0.72,0.33
1181,2018,0,0.22,-0.01,0.05,0.1,0.24
1708,2013,0,0.17,0.26,0.04,0.65,0.11
1689,2018,0,0.07,0.15,0.03,0.84,0.31
932,2012,0,0.29,0.27,0.03,0.86,0.26
153,2017,0,0.55,0.14,0.05,0.24,0.24
972,2020,0,0.37,0.15,0.02,0.24,0.18
2394,2012,0,0.37,0.24,0.02,1.06,0.24
811,2016,0,0.16,0.07,0.03,1.03,0.24
3388,2016,0,-0.01,0.06,0.0,0.9,0.22
3850,2013,1,0.29,0.03,0.04,3.12,0.27
2708,2013,0,0.04,0.25,0.0,1.12,0.14
1194,2015,0,0.21,0.08,0.05,0.33,0.17
2820,2015,0,0.48,0.2,0.03,0.22,0.28
2269,2015,0,-0.02,-0.06,0.05,1.29,0.27
720,2014,0,0.23,0.13,0.02,0.38,0.08
3884,2012,1,0.16,-0.11,0.04,0.61,0.15
2927,2015,0,-0.1,0.06,0.02,0.51,0.34
2511,2020,0,0.2,-0.02,0.0,0.96,0.29
1104,2019,0,0.47,0.27,0.01,0.46,0.1
1652,2018,0,0.31,0.12,0.01,0.94,0.08
2018,2015,0,0.34,0.23,0.03,1.0,0.33
2874,2018,0,0.11,0.09,0.0,1.2,0.27
3787,2018,1,0.15,-0.09,0.04,2.71,0.25
